,source,destination,airline,equipment,avg_capacity,visa,source_lat,source_lon,dest_lat,dest_lon
131,24,5485,\N,SFB,0.0,0.0,51.3918991089,-56.083099365200006,51.443599700899995,-57.185298919699996
132,24,188,\N,DH1,37.0,0.0,51.3918991089,-56.083099365200006,53.3191986084,-60.4258003235
133,24,189,\N,SFB DH1,18.0,0.0,51.3918991089,-56.083099365200006,47.618598938,-52.7518997192
134,8217,94,5399,DHT,19.0,0.0,50.1958007812,-61.265800476100004,50.189998626708984,-61.78919982910156
135,27,146,330,DH1,37.0,0.0,49.13249969482422,-68.20439910888672,45.4706001282,-73.7407989502
136,27,192,11838,BEH,19.0,0.0,49.13249969482422,-68.20439910888672,48.60860061645508,-68.20809936523438
137,27,111,11838,BEH,19.0,0.0,49.13249969482422,-68.20439910888672,46.7911,-71.393303
138,27,161,\N,J32,19.0,0.0,49.13249969482422,-68.20439910888672,52.92190170288086,-66.8644027709961
139,28,146,330,DH1,37.0,0.0,48.33060073852539,-70.99639892578125,45.4706001282,-73.7407989502
140,28,71,\N,J32,19.0,0.0,48.33060073852539,-70.99639892578125,45.5175018311,-73.4169006348
141,28,111,\N,AT4,48.0,0.0,48.33060073852539,-70.99639892578125,46.7911,-71.393303
142,28,202,\N,J32,19.0,0.0,48.33060073852539,-70.99639892578125,50.22330093383789,-66.2656021118164
143,29,5487,502,AT4,48.0,0.0,64.29889678960001,-96.077796936,63.3469009399,-90.73110198970001
144,29,5534,1623,ATR,48.0,0.0,64.29889678960001,-96.077796936,62.24000167849999,-92.59809875490001
145,29,132,502,AT4,48.0,0.0,64.29889678960001,-96.077796936,62.8114013672,-92.1157989502
146,29,147,2354,AT4,48.0,0.0,64.29889678960001,-96.077796936,66.5214004517,-86.22470092770001
147,30,119,330,BEH,19.0,0.0,49.950801849365234,-125.27100372314453,49.71080017089844,-124.88700103759766
148,30,156,\N,BEH,19.0,0.0,49.950801849365234,-125.27100372314453,49.193901062,-123.183998108
149,30,7275,3856,BE1,0.0,,49.950801849365234,-125.27100372314453,52.137937,-128.059748
150,31,178,5416,DH4,78.0,0.0,49.91,-99.951897,51.113899231,-114.019996643
151,32,37,2354,AT7,74.0,0.0,69.1081008911,-105.138000488,67.816704,-115.143997
152,32,183,1623,DH8,0.0,0.0,69.1081008911,-105.138000488,69.5466995239,-93.5766983032
153,32,196,2354,AT7 73M,37.0,0.0,69.1081008911,-105.138000488,62.462799072265625,-114.44000244140625
154,32,69,2354,AT7,74.0,0.0,69.1081008911,-105.138000488,68.635597229,-95.84970092770001
155,33,156,330,DH3,50.0,0.0,49.0549702249,-123.869862556,49.193901062,-123.183998108
156,33,178,5416,DH4,78.0,0.0,49.0549702249,-123.869862556,51.113899231,-114.019996643
157,34,156,330,DH3,50.0,0.0,49.2963981628,-117.632003784,49.193901062,-123.183998108
158,34,178,330,DH3,50.0,0.0,49.2963981628,-117.632003784,51.113899231,-114.019996643
159,8225,55,2354,AT4,48.0,0.0,73.0058922479,-85.0325489044,63.756402,-68.555801
160,8225,128,2354,AT4,48.0,0.0,73.0058922479,-85.0325489044,74.7169036865,-94.9693984985
161,8227,1957,19810,CNC,0.0,,61.41650009,-149.5070038,17.539100646972656,-88.30819702148438
162,8227,4279,19810,CNC,0.0,,61.41650009,-149.5070038,17.9139,-87.9711
163,37,32,2354,AT7,74.0,0.0,67.816704,-115.143997,69.1081008911,-105.138000488
164,37,196,2354,AT7,74.0,0.0,67.816704,-115.143997,62.462799072265625,-114.44000244140625
165,37,68,2354,AT7,74.0,0.0,67.816704,-115.143997,70.76280212402344,-117.80599975585938
166,36,73,\N,SFB,0.0,0.0,47.990799,-66.330299,44.8807983398,-63.5085983276
167,36,161,\N,SFB,0.0,0.0,47.990799,-66.330299,52.92190170288086,-66.8644027709961
168,8223,156,3856,SF3 BE1,17.0,0.0,49.0555992126,-117.60900116,49.193901062,-123.183998108
169,40,55,2354,AT4,48.0,0.0,70.4860992432,-68.5167007446,63.756402,-68.555801
170,40,75,2354,AT4,48.0,0.0,70.4860992432,-68.5167007446,72.6832962036,-77.9666976929
171,41,132,502,AT4,48.0,0.0,64.1932983398,-83.3593978882,62.8114013672,-92.1157989502
172,41,147,502,AT4,48.0,0.0,64.1932983398,-83.3593978882,66.5214004517,-86.22470092770001
173,41,5487,2354,AT4,48.0,0.0,64.1932983398,-83.3593978882,63.3469009399,-90.73110198970001
174,41,140,2354,AT4,48.0,0.0,64.1932983398,-83.3593978882,64.2300033569,-76.5267028809
175,8235,2191,329,320,180.0,1.0,26.342778,31.742778,25.32859992980957,55.5172004699707
176,8235,2176,2143,E70,80.0,1.0,26.342778,31.742778,29.226600646972656,47.96889877319336
177,8235,1128,2143,E70,80.0,0.0,26.342778,31.742778,30.12190055847168,31.40559959411621
178,8235,2072,3754,320,180.0,1.0,26.342778,31.742778,21.6796,39.156502
179,8235,2082,3754,320,180.0,1.0,26.342778,31.742778,24.957599639892575,46.69879913330078
180,45,73,330,CRJ DH1,18.0,0.0,49.21080017089844,-57.39139938354492,44.8807983398,-63.5085983276
181,45,188,\N,DH1 SFB,18.0,0.0,49.21080017089844,-57.39139938354492,53.3191986084,-60.4258003235
182,45,189,\N,SFB DH1,18.0,0.0,49.21080017089844,-57.39139938354492,47.618598938,-52.7518997192
183,45,193,5416,73W,0.0,0.0,49.21080017089844,-57.39139938354492,43.6772003174,-79.63059997559999
184,8237,2528,13983,AT4,48.0,0.0,-18.67280006408691,-46.4911994934082,-19.85120010375977,-43.950599670410156
185,8238,6038,13983,AT7,74.0,0.0,-22.1668591409,-49.0502866745,-22.1968994141,-49.926399231
186,8238,2578,13983,AT7,74.0,0.0,-22.1668591409,-49.0502866745,-23.0074005127,-47.1344985962
187,8238,2618,1790,73G,149.0,0.0,-22.1668591409,-49.0502866745,-23.626110076904297,-46.65638732910156
188,8239,7532,4822,CNC,0.0,0.0,-6.763100147250001,-51.0499000549,-6.11527776718,-50.0013885498
189,49,176,341,737,215.0,0.0,53.3097000122,-113.580001831,60.7095985413,-135.067001343
190,49,196,5416,73W 736,74.0,0.0,53.3097000122,-113.580001831,62.462799072265625,-114.44000244140625
191,49,99,\N,BEH,19.0,0.0,53.3097000122,-113.580001831,58.62139892578125,-117.16500091552734
192,49,7266,\N,BEH,19.0,0.0,53.3097000122,-113.580001831,58.49140167236328,-119.40799713134766
193,49,168,\N,D38 DH3,41.0,0.0,53.3097000122,-113.580001831,56.23809814453125,-120.73999786376953
194,49,178,5416,73W DH4,39.0,0.0,53.3097000122,-113.580001831,51.113899231,-114.019996643
195,49,3670,24,319,156.0,0.0,53.3097000122,-113.580001831,32.896801,-97.038002
196,49,3877,5416,73W 73H,0.0,0.0,53.3097000122,-113.580001831,36.08010101,-115.1520004
197,49,3484,5416,73H,0.0,0.0,53.3097000122,-113.580001831,33.94250107,-118.4079971
198,49,3462,5416,73W 73H,0.0,0.0,53.3097000122,-113.580001831,33.43429946899414,-112.01200103759766
199,49,3751,5209,319,156.0,0.0,53.3097000122,-113.580001831,39.861698150635,-104.672996521
200,49,3494,5209,319,156.0,0.0,53.3097000122,-113.580001831,40.692501068115234,-74.168701171875
201,49,3550,5209,738 320 73G 319,168.0,0.0,53.3097000122,-113.580001831,29.984399795532227,-95.34140014648438
202,49,507,3320,763,351.0,0.0,53.3097000122,-113.580001831,51.4706,-0.461941
203,49,3830,5209,E70 CR7,79.0,0.0,53.3097000122,-113.580001831,41.9786,-87.9048
204,49,3469,5209,CR7,78.0,0.0,53.3097000122,-113.580001831,37.61899948120117,-122.375
205,49,90,5416,73W DH4,39.0,0.0,53.3097000122,-113.580001831,56.653301239,-111.222000122
206,49,100,5416,73W,0.0,0.0,53.3097000122,-113.580001831,45.3224983215332,-75.66919708251953
207,49,120,5416,DH4,78.0,0.0,53.3097000122,-113.580001831,50.43190002441406,-104.66600036621094
208,49,122,5416,DH4,78.0,0.0,53.3097000122,-113.580001831,55.1796989441,-118.885002136
209,49,146,5416,736,149.0,0.0,53.3097000122,-113.580001831,45.4706001282,-73.7407989502
210,49,156,5416,73H 73W 736,50.0,0.0,53.3097000122,-113.580001831,49.193901062,-123.183998108
211,49,160,5416,73W,0.0,0.0,53.3097000122,-113.580001831,49.909999847399995,-97.2398986816
212,49,166,5416,DH4,78.0,0.0,53.3097000122,-113.580001831,52.170799255371094,-106.69999694824219
213,49,193,5416,73H 73W,0.0,0.0,53.3097000122,-113.580001831,43.6772003174,-79.63059997559999
214,49,3577,439,DH4,78.0,0.0,53.3097000122,-113.580001831,47.449001,-122.308998
215,49,3858,2009,E75,88.0,0.0,53.3097000122,-113.580001831,44.882,-93.221802
216,49,16,2835,75W,0.0,0.0,53.3097000122,-113.580001831,63.985000610352,-22.605600357056
217,49,72,3734,J31,19.0,0.0,53.3097000122,-113.580001831,60.8396987915,-115.782997131
218,49,136,3734,J31,19.0,0.0,53.3097000122,-113.580001831,60.020301818847656,-111.96199798583984
219,49,1852,5416,73W,0.0,0.0,53.3097000122,-113.580001831,21.036500930800003,-86.8770980835
220,49,3839,5416,73W,0.0,0.0,53.3097000122,-113.580001831,33.8297004699707,-116.50700378417969
221,49,1836,5416,73W,0.0,0.0,53.3097000122,-113.580001831,20.680099487304688,-105.25399780273438
222,49,70,5416,73W,0.0,0.0,53.3097000122,-113.580001831,43.173599243199995,-79.93499755859999
223,49,87,5416,73W,0.0,0.0,53.3097000122,-113.580001831,49.9561004639,-119.377998352
224,49,119,5416,73W,0.0,0.0,53.3097000122,-113.580001831,49.71080017089844,-124.88700103759766
225,49,175,5416,73W,0.0,0.0,53.3097000122,-113.580001831,49.025299072265625,-122.36100006103516
226,49,184,5416,736 73W,74.0,0.0,53.3097000122,-113.580001831,48.646900177,-123.426002502
227,50,5534,502,AT4,48.0,0.0,61.0942001343,-94.07080078119999,62.24000167849999,-92.59809875490001
228,50,187,502,AT4,48.0,0.0,61.0942001343,-94.07080078119999,58.739200592041016,-94.06500244140625
229,50,132,502,AT4,48.0,0.0,61.0942001343,-94.07080078119999,62.8114013672,-92.1157989502
230,8242,2578,13983,AT7,74.0,0.0,-21.247299,-56.452499,-23.0074005127,-47.1344985962
231,8244,2545,3574,L4T,0.0,0.0,-26.78840065,-50.9398002625,-25.5284996033,-49.1758003235
232,8244,7384,3574,L4T,0.0,0.0,-26.78840065,-50.9398002625,-27.1714000702,-51.5532989502
233,48,156,\N,DH1,37.0,0.0,55.7422981262207,-120.18299865722656,49.193901062,-123.183998108
234,48,180,\N,DH1,37.0,0.0,55.7422981262207,-120.18299865722656,58.8363990784,-122.597000122
235,54,155,2354,73M,0.0,0.0,68.30419921880001,-133.483001709,65.28160095214844,-126.7979965209961
236,54,68,\N,DHT,19.0,0.0,68.30419921880001,-133.483001709,70.76280212402344,-117.80599975585938
237,54,4244,\N,DHT,19.0,0.0,68.30419921880001,-133.483001709,69.3608381154,-124.075469971
238,54,139,\N,DHT,19.0,0.0,68.30419921880001,-133.483001709,71.9938964844,-125.242996216
239,54,145,\N,DHT,19.0,0.0,68.30419921880001,-133.483001709,69.43329620361328,-133.0260009765625
240,54,206,\N,DHT,19.0,0.0,68.30419921880001,-133.483001709,67.40750122070312,-134.86099243164062
241,54,4239,2748,DHT,19.0,0.0,68.30419921880001,-133.483001709,66.24079895019531,-128.6510009765625
242,55,40,2354,AT4,48.0,0.0,63.756402,-68.555801,70.4860992432,-68.5167007446
243,55,5495,2354,AT4,48.0,0.0,63.756402,-68.555801,69.3647003174,-81.8161010742
244,55,100,2354,73M,0.0,0.0,63.756402,-68.555801,45.3224983215332,-75.66919708251953
245,55,132,502,73M,0.0,0.0,63.756402,-68.555801,62.8114013672,-92.1157989502
246,55,140,2354,AT4,48.0,0.0,63.756402,-68.555801,64.2300033569,-76.5267028809
247,55,148,2354,AT4,48.0,0.0,63.756402,-68.555801,68.77610015869999,-81.2425
248,55,170,2354,AT4,48.0,0.0,63.756402,-68.555801,66.1449966431,-65.71360015869999
249,55,8225,2354,AT4,48.0,0.0,63.756402,-68.555801,73.0058922479,-85.0325489044
250,55,5509,2354,DHT,19.0,0.0,63.756402,-68.555801,62.8499984741,-69.88330078119999
251,55,154,2354,73M,0.0,0.0,63.756402,-68.555801,58.096099853515625,-68.4269027709961
252,8247,2624,13983,AT4,48.0,0.0,-6.639530181884766,-69.87979888916016,-3.38294005394,-64.7240982056
253,56,73,330,BEH,19.0,0.0,45.868900299072266,-66.53720092773438,44.8807983398,-63.5085983276
254,56,100,330,DH1,37.0,0.0,45.868900299072266,-66.53720092773438,45.3224983215332,-75.66919708251953
255,56,146,330,DH1 DH4,58.0,0.0,45.868900299072266,-66.53720092773438,45.4706001282,-73.7407989502
256,56,193,330,DH4,78.0,0.0,45.868900299072266,-66.53720092773438,43.6772003174,-79.63059997559999
257,58,5524,502,AT4,48.0,0.0,54.6781005859375,-101.68199920654297,53.97140121459961,-101.09100341796875
258,58,141,502,FRJ,32.0,0.0,54.6781005859375,-101.68199920654297,55.80110168457031,-97.86419677734375
259,58,160,502,AT4 FRJ,40.0,0.0,54.6781005859375,-101.68199920654297,49.909999847399995,-97.2398986816
260,60,196,68,DHT,19.0,0.0,61.76020050048828,-121.23699951171875,62.462799072265625,-114.44000244140625
261,61,193,330,BEH,19.0,0.0,44.22529983520508,-76.5969009399414,43.6772003174,-79.63059997559999
262,62,5496,\N,DHT,19.0,0.0,53.625301361083984,-77.7042007446289,55.28189849853515,-77.76529693603516
263,62,6727,\N,73M,0.0,0.0,53.625301361083984,-77.7042007446289,60.05059814453125,-77.28690338134766
264,62,146,\N,73M,0.0,0.0,53.625301361083984,-77.7042007446289,45.4706001282,-73.7407989502
265,63,65,330,DH3 DH1,44.0,0.0,48.7752990723,-64.4785995483,47.42470169067383,-61.778099060058594
266,63,111,330,DH1 DH3,44.0,0.0,48.7752990723,-64.4785995483,46.7911,-71.393303
267,8256,2624,13983,AT4,48.0,0.0,-3.46792950765,-68.9204120636,-3.38294005394,-64.7240982056
268,65,63,330,DH1 DH3,44.0,0.0,47.42470169067383,-61.778099060058594,48.7752990723,-64.4785995483
269,65,111,\N,PL2 J32,14.0,0.0,47.42470169067383,-61.778099060058594,46.7911,-71.393303
270,65,6775,\N,J32 PL2,14.0,0.0,47.42470169067383,-61.778099060058594,48.07109832763672,-65.46029663085938
271,8258,2624,13983,AT4,48.0,0.0,-0.3786,-64.9923,-3.38294005394,-64.7240982056
272,67,115,1434,SWM,0.0,0.0,49.831699,-92.744202,49.788299560546875,-94.36309814453125
