,name,city,country,region,iso,iata,icao,lat,lon
373,Dortmund Airport,Dortmund,Germany,Europe & Central Asia,DEU,DTM,EDLW,51.51829910279999,7.61223983765
374,Augsburg Airport,Augsburg,Germany,Europe & Central Asia,DEU,AGB,EDMA,48.425278,10.931667
382,Friedrichshafen Airport,Friedrichshafen,Germany,Europe & Central Asia,DEU,FDH,EDNY,47.671298980699994,9.51148986816
393,Zweibrücken Airport,Zweibruecken,Germany,Europe & Central Asia,DEU,ZQW,EDRZ,49.2094,7.40056
400,Kassel-Calden Airport,Kassel,Germany,Europe & Central Asia,DEU,KSF,EDVK,51.417273,9.384967
410,Westerland Sylt Airport,Westerland,Germany,Europe & Central Asia,DEU,GWT,EDXW,54.9132003784,8.34047031403
413,Kuressaare Airport,Kuressaare,Estonia,Europe & Central Asia,EST,URE,EEKE,58.22990036010742,22.50950050354004
415,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,Europe & Central Asia,EST,TLL,EETN,59.41329956049999,24.832799911499997
416,Tartu Airport,Tartu,Estonia,Europe & Central Asia,EST,TAY,EETU,58.3074989319,26.690399169900004
421,Helsinki Vantaa Airport,Helsinki,Finland,Europe & Central Asia,FIN,HEL,EFHK,60.317199707031,24.963300704956
428,Ivalo Airport,Ivalo,Finland,Europe & Central Asia,FIN,IVL,EFIV,68.607299804688,27.405300140381
429,Joensuu Airport,Joensuu,Finland,Europe & Central Asia,FIN,JOE,EFJO,62.662899017334,29.607500076294
430,Jyvaskyla Airport,Jyvaskyla,Finland,Europe & Central Asia,FIN,JYV,EFJY,62.399501800537,25.678300857544
432,Kemi-Tornio Airport,Kemi,Finland,Europe & Central Asia,FIN,KEM,EFKE,65.778701782227,24.582099914551
433,Kajaani Airport,Kajaani,Finland,Europe & Central Asia,FIN,KAJ,EFKI,64.285499572754,27.692399978638
435,Kokkola-Pietarsaari Airport,Kruunupyy,Finland,Europe & Central Asia,FIN,KOK,EFKK,63.721199035645,23.143100738525
8628,Uummannaq Heliport,Uummannaq,Greenland,Europe & Central Asia,,UMD,BGUM,70.6804279261,-52.111630439799995
437,Kuusamo Airport,Kuusamo,Finland,Europe & Central Asia,FIN,KAO,EFKS,65.987602233887,29.239400863647
438,Kittilä Airport,Kittila,Finland,Europe & Central Asia,FIN,KTT,EFKT,67.700996398926,24.846799850464
439,Kuopio Airport,Kuopio,Finland,Europe & Central Asia,FIN,KUO,EFKU,63.007099151611,27.797800064087
8630,Bayannur Tianjitai Airport,Bayannur,China,East Asia & Pacific,CHN,RLK,ZBYZ,40.926,107.7428
441,Lappeenranta Airport,Lappeenranta,Finland,Europe & Central Asia,FIN,LPP,EFLP,61.044601,28.144743
442,Mariehamn Airport,Mariehamn,Finland,Europe & Central Asia,FIN,MHQ,EFMA,60.122200012207,19.898199081421
446,Oulu Airport,Oulu,Finland,Europe & Central Asia,FIN,OUL,EFOU,64.930099487305,25.354600906372
448,Pori Airport,Pori,Finland,Europe & Central Asia,FIN,POR,EFPO,61.461700439453,21.799999237061
453,Rovaniemi Airport,Rovaniemi,Finland,Europe & Central Asia,FIN,RVN,EFRO,66.564796447754,25.830400466919
455,Savonlinna Airport,Savonlinna,Finland,Europe & Central Asia,FIN,SVL,EFSA,61.943099975586,28.945100784302
458,Tampere-Pirkkala Airport,Tampere,Finland,Europe & Central Asia,FIN,TMP,EFTP,61.414100646973,23.604400634766
460,Turku Airport,Turku,Finland,Europe & Central Asia,FIN,TKU,EFTU,60.514099121094,22.262800216675
462,Vaasa Airport,Vaasa,Finland,Europe & Central Asia,FIN,VAA,EFVA,63.050701141357,21.762199401855
465,Belfast International Airport,Belfast,United Kingdom,Europe & Central Asia,GBR,BFS,EGAA,54.6575012207,-6.2158298492399995
467,George Best Belfast City Airport,Belfast,United Kingdom,Europe & Central Asia,GBR,BHD,EGAC,54.61809921264648,-5.872499942779541
468,City of Derry Airport,Londonderry,United Kingdom,Europe & Central Asia,GBR,LDY,EGAE,55.04280090332031,-7.161109924316406
469,Birmingham International Airport,Birmingham,United Kingdom,Europe & Central Asia,GBR,BHX,EGBB,52.453899383499994,-1.74802994728
472,Gloucestershire Airport,Golouchestershire,United Kingdom,Europe & Central Asia,GBR,GLO,EGBJ,51.89419937133789,-2.167220115661621
478,Manchester Airport,Manchester,United Kingdom,Europe & Central Asia,GBR,MAN,EGCC,53.35369873046875,-2.2749500274658203
481,Newquay Cornwall Airport,Newquai,United Kingdom,Europe & Central Asia,GBR,NQY,EGHQ,50.44060134887695,-4.995409965515137
488,Cardiff International Airport,Cardiff,United Kingdom,Europe & Central Asia,GBR,CWL,EGFF,51.39670181274414,-3.343329906463623
490,Bristol Airport,Bristol,United Kingdom,Europe & Central Asia,GBR,BRS,EGGD,51.382702,-2.71909
491,Liverpool John Lennon Airport,Liverpool,United Kingdom,Europe & Central Asia,GBR,LPL,EGGP,53.33359909057617,-2.849720001220703
492,London Luton Airport,London,United Kingdom,Europe & Central Asia,GBR,LTN,EGGW,51.874698638916016,-0.36833301186561584
494,Bournemouth Airport,Bournemouth,United Kingdom,Europe & Central Asia,GBR,BOH,EGHH,50.779998779296875,-1.8424999713897705
495,Southampton Airport,Southampton,United Kingdom,Europe & Central Asia,GBR,SOU,EGHI,50.95029830932617,-1.3567999601364136
497,Alderney Airport,Alderney,Guernsey,Europe & Central Asia,,ACI,EGJA,49.706104,-2.21472
498,Guernsey Airport,Guernsey,Guernsey,Europe & Central Asia,,GCI,EGJB,49.435001373291016,-2.6019699573516846
499,Jersey Airport,Jersey,Jersey,Europe & Central Asia,,JER,EGJJ,49.20790100097656,-2.195509910583496
502,London Gatwick Airport,London,United Kingdom,Europe & Central Asia,GBR,LGW,EGKK,51.148102,-0.190278
503,London City Airport,London,United Kingdom,Europe & Central Asia,GBR,LCY,EGLC,51.505299,0.055278
507,London Heathrow Airport,London,United Kingdom,Europe & Central Asia,GBR,LHR,EGLL,51.4706,-0.461941
508,Southend Airport,Southend,United Kingdom,Europe & Central Asia,GBR,SEN,EGMC,51.5713996887207,0.6955559849739075
514,Blackpool International Airport,Blackpool,United Kingdom,Europe & Central Asia,GBR,BLK,EGNH,53.77170181274414,-3.0286099910736084
515,Humberside Airport,Humberside,United Kingdom,Europe & Central Asia,GBR,HUY,EGNJ,53.57440185546875,-0.350832998752594
517,Leeds Bradford Airport,Leeds,United Kingdom,Europe & Central Asia,GBR,LBA,EGNM,53.86589813232422,-1.6605700254440308
519,Hawarden Airport,Hawarden,United Kingdom,Europe & Central Asia,GBR,CEG,EGNR,53.1781005859375,-2.9777801036834717
520,Isle of Man Airport,Isle Of Man,Isle of Man,Europe & Central Asia,,IOM,EGNS,54.08330154418945,-4.623889923095703
521,Newcastle Airport,Newcastle,United Kingdom,Europe & Central Asia,GBR,NCL,EGNT,55.037498474121094,-1.6916699409484863
522,Durham Tees Valley Airport,Teesside,United Kingdom,Europe & Central Asia,GBR,MME,EGNV,54.50920104980469,-1.4294099807739258
523,East Midlands Airport,East Midlands,United Kingdom,Europe & Central Asia,GBR,EMA,EGNX,52.8311004639,-1.32806003094
529,Kirkwall Airport,Kirkwall,United Kingdom,Europe & Central Asia,GBR,KOI,EGPA,58.957801818847656,-2.9049999713897705
530,Sumburgh Airport,Sumburgh,United Kingdom,Europe & Central Asia,GBR,LSI,EGPB,59.87889862060547,-1.2955600023269653
531,Wick Airport,Wick,United Kingdom,Europe & Central Asia,GBR,WIC,EGPC,58.45890045166016,-3.09306001663208
532,Aberdeen Dyce Airport,Aberdeen,United Kingdom,Europe & Central Asia,GBR,ABZ,EGPD,57.201900482177734,-2.197779893875122
533,Inverness Airport,Inverness,United Kingdom,Europe & Central Asia,GBR,INV,EGPE,57.54249954223633,-4.047500133514404
534,Glasgow International Airport,Glasgow,United Kingdom,Europe & Central Asia,GBR,GLA,EGPF,55.8718986511,-4.43306016922
535,Edinburgh Airport,Edinburgh,United Kingdom,Europe & Central Asia,GBR,EDI,EGPH,55.95000076293945,-3.372499942779541
536,Islay Airport,Islay,United Kingdom,Europe & Central Asia,GBR,ILY,EGPI,55.68190002441406,-6.256669998168945
537,Glasgow Prestwick Airport,Prestwick,United Kingdom,Europe & Central Asia,GBR,PIK,EGPK,55.5093994140625,-4.586669921875
538,Benbecula Airport,Benbecula,United Kingdom,Europe & Central Asia,GBR,BEB,EGPL,57.48109817504883,-7.3627800941467285
540,Dundee Airport,Dundee,United Kingdom,Europe & Central Asia,GBR,DND,EGPN,56.45249938964844,-3.025830030441284
541,Stornoway Airport,Stornoway,United Kingdom,Europe & Central Asia,GBR,SYY,EGPO,58.215599060058594,-6.331110000610352
542,Tiree Airport,Tiree,United Kingdom,Europe & Central Asia,GBR,TRE,EGPU,56.49919891357422,-6.869170188903809
547,Norwich International Airport,Norwich,United Kingdom,Europe & Central Asia,GBR,NWI,EGSH,52.6758003235,1.28278005123
8740,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,Europe & Central Asia,RUS,RGK,UNBG,51.9667015076,85.8332977295
548,London Stansted Airport,London,United Kingdom,Europe & Central Asia,GBR,STN,EGSS,51.8849983215,0.234999999404
552,Exeter International Airport,Exeter,United Kingdom,Europe & Central Asia,GBR,EXT,EGTE,50.73440170288086,-3.4138898849487305
579,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,Latin America & Caribbean,,MPN,EGYP,-51.82279968261719,-58.447200775146484
580,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Europe & Central Asia,NLD,AMS,EHAM,52.308601,4.76389
8774,Lankaran International Airport,Lankaran,Azerbaijan,Europe & Central Asia,AZE,LLK,UBBL,38.746398925799994,48.8180007935
8775,Gabala International Airport,Qabala,Azerbaijan,Europe & Central Asia,AZE,GBB,UBBQ,40.826667,47.7125
582,Maastricht Aachen Airport,Maastricht,Netherlands,Europe & Central Asia,NLD,MST,EHBK,50.911701,5.77014
585,Eindhoven Airport,Eindhoven,Netherlands,Europe & Central Asia,NLD,EIN,EHEH,51.4500999451,5.37452983856
586,Eelde Airport,Groningen,Netherlands,Europe & Central Asia,NLD,GRQ,EHGG,53.1197013855,6.57944011688
8781,Qianjiang Wulingshan Airport,Qianjiang,China,East Asia & Pacific,CHN,JIQ,ZUQJ,29.5133333333,108.831111111
8782,Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,Europe & Central Asia,RUS,\N,YXCM,-36.242155,149.130147
591,Rotterdam The Hague Airport,Rotterdam,Netherlands,Europe & Central Asia,NLD,RTM,EHRD,51.956902,4.43722
596,Cork Airport,Cork,Ireland,Europe & Central Asia,IRL,ORK,EICK,51.84130096435547,-8.491109848022461
599,Dublin Airport,Dublin,Ireland,Europe & Central Asia,IRL,DUB,EIDW,53.421299,-6.27007
600,Ireland West Knock Airport,Connaught,Ireland,Europe & Central Asia,IRL,NOC,EIKN,53.910301208496094,-8.818490028381348
601,Kerry Airport,Kerry,Ireland,Europe & Central Asia,IRL,KIR,EIKY,52.18090057373047,-9.52377986907959
603,Shannon Airport,Shannon,Ireland,Europe & Central Asia,IRL,SNN,EINN,52.702,-8.92482
605,Waterford Airport,Waterford,Ireland,Europe & Central Asia,IRL,WAT,EIWF,52.187198638916016,-7.0869598388671875
607,Aarhus Airport,Aarhus,Denmark,Europe & Central Asia,DNK,AAR,EKAH,56.2999992371,10.619000434899998
608,Billund Airport,Billund,Denmark,Europe & Central Asia,DNK,BLL,EKBI,55.7402992249,9.15178012848
609,Copenhagen Kastrup Airport,Copenhagen,Denmark,Europe & Central Asia,DNK,CPH,EKCH,55.617900848389,12.656000137329
610,Esbjerg Airport,Esbjerg,Denmark,Europe & Central Asia,DNK,EBJ,EKEB,55.525902,8.5534
612,Karup Airport,Karup,Denmark,Europe & Central Asia,DNK,KRP,EKKA,56.29750061035156,9.124629974365234
8807,Tabing Airport,Padang,Indonesia,East Asia & Pacific,IDN,\N,WIMG,-0.874989,100.351997
618,Bornholm Airport,Ronne,Denmark,Europe & Central Asia,DNK,RNN,EKRN,55.06330108642578,14.759599685668945
619,Sønderborg Airport,Soenderborg,Denmark,Europe & Central Asia,DNK,SGD,EKSB,54.96440124511719,9.791729927062988
625,Vagar Airport,Vagar,Faroe Islands,Europe & Central Asia,,FAE,EKVG,62.0635986328125,-7.277219772338867
628,Aalborg Airport,Aalborg,Denmark,Europe & Central Asia,DNK,AAL,EKYT,57.0927589138,9.84924316406
629,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,Europe & Central Asia,LUX,LUX,ELLX,49.6233333,6.2044444
630,Ålesund Airport,Alesund,Norway,Europe & Central Asia,NOR,AES,ENAL,62.5625,6.119699954986572
631,Andøya Airport,Andoya,Norway,Europe & Central Asia,NOR,ANX,ENAN,69.292503356934,16.144199371338
632,Alta Airport,Alta,Norway,Europe & Central Asia,NOR,ALF,ENAT,69.976097106934,23.371700286865
8826,Changbaishan Airport,Baishan,China,East Asia & Pacific,CHN,NBS,ZYBS,42.066944,127.602222
635,Bodø Airport,Bodo,Norway,Europe & Central Asia,NOR,BOO,ENBO,67.26920318603516,14.365300178527832
636,Bergen Airport Flesland,Bergen,Norway,Europe & Central Asia,NOR,BGO,ENBR,60.29339981,5.218140125
634,Brønnøysund Airport,Bronnoysund,Norway,Europe & Central Asia,NOR,BNN,ENBN,65.461097717285,12.217499732971
638,Kristiansand Airport,Kristiansand,Norway,Europe & Central Asia,NOR,KRS,ENCN,58.204201,8.08537
637,Båtsfjord Airport,Batsfjord,Norway,Europe & Central Asia,NOR,BJF,ENBS,70.60050201416,29.691400527954
640,Bardufoss Airport,Bardufoss,Norway,Europe & Central Asia,NOR,BDU,ENDU,69.055801391602,18.540399551392
641,"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,Europe & Central Asia,NOR,EVE,ENEV,68.491302490234,16.678100585938
642,Leirin Airport,Fagernes,Norway,Europe & Central Asia,NOR,VDB,ENFG,61.015598297119,9.2880601882935
643,Florø Airport,Floro,Norway,Europe & Central Asia,NOR,FRO,ENFL,61.583599090576,5.0247201919556
644,Oslo Lufthavn,Oslo,Norway,Europe & Central Asia,NOR,OSL,ENGM,60.121,11.0502
645,Haugesund Airport,Haugesund,Norway,Europe & Central Asia,NOR,HAU,ENHD,59.34529876709,5.2083601951599
8832,Lublin Airport,Lublin,Poland,Europe & Central Asia,POL,LUZ,EPLB,51.240278,22.713611
647,Kristiansund Airport (Kvernberget),Kristiansund,Norway,Europe & Central Asia,NOR,KSU,ENKB,63.111801147461,7.824520111084
646,Hasvik Airport,Hasvik,Norway,Europe & Central Asia,NOR,HAA,ENHK,70.486701965332,22.139699935913
649,Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,Europe & Central Asia,NOR,KKN,ENKR,69.725799560547,29.891300201416
651,Molde Airport,Molde,Norway,Europe & Central Asia,NOR,MOL,ENML,62.744701385498,7.2624998092651
652,Mosjøen Airport (Kjærstad),Mosjoen,Norway,Europe & Central Asia,NOR,MJF,ENMS,65.783996582031,13.214900016785
8845,Lingling Airport,Yongzhou,China,East Asia & Pacific,CHN,LLF,ZGLG,26.338661,111.610043
653,Banak Airport,Lakselv,Norway,Europe & Central Asia,NOR,LKL,ENNA,70.068801879883,24.973499298096
655,Ørland Airport,Orland,Norway,Europe & Central Asia,NOR,OLA,ENOL,63.69889831542969,9.604000091552734
656,Røros Airport,Roros,Norway,Europe & Central Asia,NOR,RRS,ENRO,62.578399658203,11.342300415039
657,"Moss Airport, Rygge",Rygge,Norway,Europe & Central Asia,NOR,RYG,ENRY,59.378817,10.785439
658,"Svalbard Airport, Longyear",Svalbard,Norway,Europe & Central Asia,NOR,LYR,ENSB,78.246101379395,15.465600013733
659,Skien Airport,Skien,Norway,Europe & Central Asia,NOR,SKE,ENSN,59.185001373291016,9.566940307617188
660,Stord Airport,Stord,Norway,Europe & Central Asia,NOR,SRP,ENSO,59.791900634765625,5.340849876403809
662,Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,Europe & Central Asia,NOR,SSJ,ENST,65.956802368164,12.468899726868
663,"Tromsø Airport,",Tromso,Norway,Europe & Central Asia,NOR,TOS,ENTC,69.68329620361328,18.918899536132812
664,"Sandefjord Airport, Torp",Sandefjord,Norway,Europe & Central Asia,NOR,TRF,ENTO,59.1866989136,10.258600235
665,Trondheim Airport Værnes,Trondheim,Norway,Europe & Central Asia,NOR,TRD,ENVA,63.4578018,10.9239998
666,Stavanger Airport Sola,Stavanger,Norway,Europe & Central Asia,NOR,SVG,ENZV,58.876701354,5.6377801895
668,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,Europe & Central Asia,POL,GDN,EPGD,54.37760162353515,18.46619987487793
669,Kraków John Paul II International Airport,Krakow,Poland,Europe & Central Asia,POL,KRK,EPKK,50.077702,19.7848
671,Katowice International Airport,Katowice,Poland,Europe & Central Asia,POL,KTW,EPKT,50.4743,19.08
674,Poznań-Ławica Airport,Poznan,Poland,Europe & Central Asia,POL,POZ,EPPO,52.421001434299995,16.8262996674
675,Rzeszów-Jasionka Airport,Rzeszow,Poland,Europe & Central Asia,POL,RZE,EPRZ,50.1100006104,22.0189990997
676,"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,Europe & Central Asia,POL,SZZ,EPSC,53.584701538100006,14.902199745199999
679,Warsaw Chopin Airport,Warsaw,Poland,Europe & Central Asia,POL,WAW,EPWA,52.1656990051,20.967100143399996
680,Copernicus Wrocław Airport,Wroclaw,Poland,Europe & Central Asia,POL,WRO,EPWR,51.1026992798,16.885799408
8876,Yangzhou Taizhou Airport,Yangzhou,China,East Asia & Pacific,CHN,YTY,ZSYA,32.5634,119.7198
685,Ronneby Airport,Ronneby,Sweden,Europe & Central Asia,SWE,RNB,ESDF,56.266700744629,15.265000343323
687,Gothenburg-Landvetter Airport,Gothenborg,Sweden,Europe & Central Asia,SWE,GOT,ESGG,57.662799835205,12.279800415039
688,Jönköping Airport,Joenkoeping,Sweden,Europe & Central Asia,SWE,JKG,ESGJ,57.757598876953125,14.068699836730957
691,Gothenburg City Airport,Gothenborg,Sweden,Europe & Central Asia,SWE,GSE,ESGP,57.7747,11.8704
693,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,Europe & Central Asia,SWE,THN,ESGT,58.31809997558594,12.345000267028809
698,Mora Airport,Mora,Sweden,Europe & Central Asia,SWE,MXX,ESKM,60.957901,14.5114
699,Stockholm Skavsta Airport,Stockholm,Sweden,Europe & Central Asia,SWE,NYO,ESKN,58.78860092163086,16.912200927734375
8892,Kooddoo Airport,Kooddoo,Maldives,South Asia,MDV,GKK,VRMO,0.7324,73.4336
703,Kristianstad Airport,Kristianstad,Sweden,Europe & Central Asia,SWE,KID,ESMK,55.92169952392578,14.08549976348877
707,Kalmar Airport,Kalkmar,Sweden,Europe & Central Asia,SWE,KLR,ESMQ,56.68550109863281,16.287599563598633
708,Malmö Sturup Airport,Malmoe,Sweden,Europe & Central Asia,SWE,MMX,ESMS,55.536305364,13.376197814900001
709,Halmstad Airport,Halmstad,Sweden,Europe & Central Asia,SWE,HAD,ESMT,56.69110107421875,12.820199966430664
711,Växjö Kronoberg Airport,Vaxjo,Sweden,Europe & Central Asia,SWE,VXO,ESMX,56.929100036621094,14.727999687194824
714,Sveg Airport,Sveg,Sweden,Europe & Central Asia,SWE,EVG,ESND,62.04779815673828,14.422900199890137
715,Gällivare Airport,Gallivare,Sweden,Europe & Central Asia,SWE,GEV,ESNG,67.13240051269531,20.814599990844727
718,Kramfors Sollefteå Airport,Kramfors,Sweden,Europe & Central Asia,SWE,KRF,ESNK,63.04859924316406,17.76889991760254
719,Lycksele Airport,Lycksele,Sweden,Europe & Central Asia,SWE,LYC,ESNL,64.54830169677734,18.71619987487793
721,Sundsvall-Härnösand Airport,Sundsvall,Sweden,Europe & Central Asia,SWE,SDL,ESNN,62.528099060058594,17.443899154663086
722,Örnsköldsvik Airport,Ornskoldsvik,Sweden,Europe & Central Asia,SWE,OER,ESNO,63.40829849243164,18.989999771118164
8914,Termas de Río Hondo international Airport,Rio Hondo,Argentina,Latin America & Caribbean,ARG,RHD,SANR,-27.4966,-64.93595
724,Kiruna Airport,Kiruna,Sweden,Europe & Central Asia,SWE,KRN,ESNQ,67.821998596191,20.336799621582
726,Skellefteå Airport,Skelleftea,Sweden,Europe & Central Asia,SWE,SFT,ESNS,64.62480163574219,21.076900482177734
728,Umeå Airport,Umea,Sweden,Europe & Central Asia,SWE,UME,ESNU,63.791801452637,20.282800674438
8921,Kangding Airport,Kangding,China,East Asia & Pacific,CHN,KGT,ZUKD,30.1575,101.734722
729,Vilhelmina Airport,Vilhelmina,Sweden,Europe & Central Asia,SWE,VHM,ESNV,64.5791015625,16.833599090576172
730,Arvidsjaur Airport,Arvidsjaur,Sweden,Europe & Central Asia,SWE,AJR,ESNX,65.59030151367188,19.28190040588379
8924,Velikiy Ustyug Airport,Veliky Ustyug,Russia,Europe & Central Asia,RUS,VUS,ULWU,60.788299560546875,46.2599983215332
733,Stockholm Västerås Airport,Vasteras,Sweden,Europe & Central Asia,SWE,VST,ESOW,59.58940124511719,16.63360023498535
734,Luleå Airport,Lulea,Sweden,Europe & Central Asia,SWE,LLA,ESPA,65.543800354004,22.121999740601
731,Örebro Airport,Orebro,Sweden,Europe & Central Asia,SWE,ORB,ESOE,59.22370147705078,15.038000106811523
737,Stockholm-Arlanda Airport,Stockholm,Sweden,Europe & Central Asia,SWE,ARN,ESSA,59.651901245117,17.918600082397
738,Stockholm-Bromma Airport,Stockholm,Sweden,Europe & Central Asia,SWE,BMA,ESSB,59.354400634765625,17.941699981689453
739,Borlange Airport,Borlange,Sweden,Europe & Central Asia,SWE,BLE,ESSD,60.422000885009766,15.515199661254883
742,Linköping City Airport,Linkoeping,Sweden,Europe & Central Asia,SWE,LPI,ESSL,58.4062004089,15.680500030500001
